,model,celltype,feature,source
9072,Basenji2,uterus female adult (53 years),CHIP-seq:CTCF,ENCODE
9073,Basenji2,pancreas female adult (30 years),CHIP-seq:H3K36me3,ENCODE
9074,Basenji2,neurosphere female embryo (17 weeks) originated from cortex,CHIP-seq:H3K9me3,ENCODE
9075,Basenji2,neutrophil,CHIP-seq:H3K4me3,ENCODE
9076,Basenji2,psoas muscle male child (3 years),CHIP-seq:H3K9me3,ENCODE
9077,Basenji2,K562,CHIP-seq:IKZF1,ENCODE
9078,Basenji2,H1-hESC,CHIP-seq:H3K9me3,ENCODE
9079,Basenji2,T-cell male adult (37 years),CHIP-seq:H3K4me3,ENCODE
9080,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-MBD1,ENCODE
9081,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF331,ENCODE
9082,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-ZNF792,ENCODE
9083,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-KLF16,ENCODE
9084,Basenji2,chorionic villus male embryo (16 weeks),CHIP-seq:H3K4me1,ENCODE
9085,Basenji2,neural cell,CHIP-seq:H3K9me2,ENCODE
9086,Basenji2,GM23248,CHIP-seq:H2AFZ,ENCODE
9087,Basenji2,caudate nucleus female adult (75 years),CHIP-seq:H3K36me3,ENCODE
9088,Basenji2,MM.1S,CHIP-seq:H3K9me2,ENCODE
9089,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-POLR2H,ENCODE
9090,Basenji2,CD14-positive monocyte male adult (21 year),CHIP-seq:H3K4me1,ENCODE
9091,Basenji2,breast epithelium female adult (51 year),CHIP-seq:POLR2AphosphoS5,ENCODE
9092,Basenji2,"common myeloid progenitor, CD34-positive female adult (33 years)",CHIP-seq:H3K4me1,ENCODE
9093,Basenji2,vagina female adult (53 years),CHIP-seq:POLR2A,ENCODE
9094,Basenji2,middle frontal area 46 male adult (81 year),CHIP-seq:H3K4me3,ENCODE
9095,Basenji2,pancreas female adult (30 years),CHIP-seq:H3K27ac,ENCODE
9096,Basenji2,MM.1S,CHIP-seq:CTCF,ENCODE
9097,Basenji2,MCF-7,CHIP-seq:ZNF574,ENCODE
9098,Basenji2,PC-9,CHIP-seq:H3K36me3,ENCODE
9099,Basenji2,K562,CHIP-seq:CSDE1,ENCODE
9100,Basenji2,fibroblast of breast female adult (17 years),CHIP-seq:H3K4me3,ENCODE
9101,Basenji2,breast epithelium female adult (53 years),CHIP-seq:H3K9me3,ENCODE
9102,Basenji2,sigmoid colon female adult (53 years),CHIP-seq:POLR2AphosphoS5,ENCODE
9103,Basenji2,neural cell originated from H1-hESC,CHIP-seq:SMC3,ENCODE
9104,Basenji2,MM.1S,CHIP-seq:H3K27me3,ENCODE
9105,Basenji2,B cell male adult (21 year),CHIP-seq:H3K27me3,ENCODE
9106,Basenji2,prostate gland male adult (37 years),CHIP-seq:POLR2AphosphoS5,ENCODE
9107,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H3K27me3,ENCODE
9108,Basenji2,adrenal gland male adult (34 years),CHIP-seq:H3K27ac,ENCODE
9109,Basenji2,duodenal mucosa male adult (59 years),CHIP-seq:H3K27ac,ENCODE
9110,Basenji2,neural cell,CHIP-seq:H3K9me3,ENCODE
9111,Basenji2,temporal lobe female adult (75 years),CHIP-seq:H3K9me3,ENCODE
9112,Basenji2,adrenal gland male adult (54 years),CHIP-seq:H3K4me1,ENCODE
9113,Basenji2,thymus female embryo (110 days),CHIP-seq:H3K9me3,ENCODE
9114,Basenji2,HepG2,CHIP-seq:ZHX2,ENCODE
9115,Basenji2,GM12878,CHIP-seq:IRF3,ENCODE
9116,Basenji2,spleen male adult (34 years),CHIP-seq:H3K27me3,ENCODE
9117,Basenji2,body of pancreas female adult (51 year),CHIP-seq:CTCF,ENCODE
9118,Basenji2,adrenal gland male adult (54 years),CHIP-seq:H3K9me3,ENCODE
9119,Basenji2,neurosphere female embryo (17 weeks) originated from ganglionic eminence,CHIP-seq:H3K4me1,ENCODE
9120,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-PYGO2,ENCODE
9121,Basenji2,mesodermal cell originated from HUES64,CHIP-seq:H3K4me1,ENCODE
9122,Basenji2,HUES6,CHIP-seq:H3K27me3,ENCODE
9123,Basenji2,psoas muscle male adult (34 years),CHIP-seq:H3K4me1,ENCODE
9124,Basenji2,K562,CHIP-seq:MTA2,ENCODE
9125,Basenji2,K562,CHIP-seq:SUZ12,ENCODE
9126,Basenji2,GM12878,CHIP-seq:TARDBP,ENCODE
9127,Basenji2,adrenal gland female adult (51 year),CHIP-seq:POLR2A,ENCODE
9128,Basenji2,GM12878,CHIP-seq:ZSCAN29,ENCODE
9129,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-AHR,ENCODE
9130,Basenji2,large intestine male embryo (108 days),CHIP-seq:H3K4me3,ENCODE
9131,Basenji2,lung embryo (101 day),CHIP-seq:H3K4me3,ENCODE
9132,Basenji2,gastrocnemius medialis female adult (51 year),CHIP-seq:POLR2A,ENCODE
9133,Basenji2,gastroesophageal sphincter male adult (37 years),CHIP-seq:POLR2A,ENCODE
9134,Basenji2,K562,CHIP-seq:RUNX1,ENCODE
9135,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-ZNF48,ENCODE
9136,Basenji2,right lobe of liver female adult (53 years),CHIP-seq:POLR2A,ENCODE
9137,Basenji2,K562,CHIP-seq:NONO,ENCODE
9138,Basenji2,breast epithelium female adult (53 years),CHIP-seq:H3K4me3,ENCODE
9139,Basenji2,thoracic aorta male adult (54 years),CHIP-seq:H3K4me1,ENCODE
9140,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-CEBPB,ENCODE
9141,Basenji2,MCF-7,CHIP-seq:NFXL1,ENCODE
9142,Basenji2,foreskin fibroblast male newborn,CHIP-seq:H3K27me3,ENCODE
9143,Basenji2,small intestine male child (3 years),CHIP-seq:H3K9me3,ENCODE
9144,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZEB2,ENCODE
9145,Basenji2,layer of hippocampus female adult (75 years),CHIP-seq:H3K4me3,ENCODE
9146,Basenji2,bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,CHIP-seq:ZEB1,ENCODE
9147,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF692,ENCODE
9148,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF524,ENCODE
9149,Basenji2,H1-hESC,CHIP-seq:KDM1A,ENCODE
9150,Basenji2,Peyer's patch male adult (37 years),CHIP-seq:CTCF,ENCODE
9151,Basenji2,placenta female embryo (113 days),CHIP-seq:H3K4me3,ENCODE
9152,Basenji2,HepG2,CHIP-seq:NCOR1,ENCODE
9153,Basenji2,MCF-7,CHIP-seq:ZNF507,ENCODE
9154,Basenji2,peripheral blood mononuclear cell male adult (39 years),CHIP-seq:H3K4me1,ENCODE
9155,Basenji2,amnion male embryo (16 weeks),CHIP-seq:H3K4me3,ENCODE
9156,Basenji2,spleen male adult (34 years),CHIP-seq:H3K9me3,ENCODE
9157,Basenji2,sigmoid colon male adult (34 years),CHIP-seq:H3K4me3,ENCODE
9158,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF571,ENCODE
9159,Basenji2,OCI-LY1,CHIP-seq:H3K4me3,ENCODE
9160,Basenji2,"CD8-positive, alpha-beta T cell male adult (21 year)",CHIP-seq:H3K4me1,ENCODE
9161,Basenji2,SK-N-SH,CHIP-seq:IRF3,ENCODE
9162,Basenji2,foreskin melanocyte male newborn,CHIP-seq:H3K4me3,ENCODE
9163,Basenji2,K562,CHIP-seq:RBM14,ENCODE
9164,Basenji2,gastrocnemius medialis male adult (54 years),CHIP-seq:H3K27me3,ENCODE
9165,Basenji2,MCF-7,CHIP-seq:GATA3,ENCODE
9166,Basenji2,SK-N-SH,CHIP-seq:H3K9me2,ENCODE
9167,Basenji2,B cell female adult (27 years) and female adult (43 years),CHIP-seq:H3K36me3,ENCODE
9168,Basenji2,IMR-90,CHIP-seq:H2AK5ac,ENCODE
9169,Basenji2,adrenal gland female adult (30 years),CHIP-seq:H3K4me3,ENCODE
9170,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H3K27ac,ENCODE
9171,Basenji2,neurosphere female embryo (17 weeks) originated from ganglionic eminence,CHIP-seq:H3K36me3,ENCODE
9172,Basenji2,K562,CHIP-seq:MIER1,ENCODE
9173,Basenji2,K562,CHIP-seq:AFF1,ENCODE
9174,Basenji2,HUES64,CHIP-seq:H3K36me3,ENCODE
9175,Basenji2,MCF-7,CHIP-seq:MLLT1,ENCODE
9176,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H2AK5ac,ENCODE
9177,Basenji2,gastrocnemius medialis female adult (53 years),CHIP-seq:CTCF,ENCODE
9178,Basenji2,HCT116,CHIP-seq:EZH2phosphoT487,ENCODE
9179,Basenji2,skeletal muscle tissue,CHIP-seq:H3K9me3,ENCODE
9180,Basenji2,transverse colon male adult (37 years),CHIP-seq:EP300,ENCODE
9181,Basenji2,lung male child (3 years),CHIP-seq:H3K36me3,ENCODE
9182,Basenji2,K562,CHIP-seq:FOXM1,ENCODE
9183,Basenji2,Loucy,CHIP-seq:H3K79me2,ENCODE
9184,Basenji2,body of pancreas female adult (53 years),CHIP-seq:H3K4me1,ENCODE
9185,Basenji2,K562,CHIP-seq:TARDBP,ENCODE
9186,Basenji2,iPS-18a female adult (48 years),CHIP-seq:H3K27ac,ENCODE
9187,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-THRB,ENCODE
9188,Basenji2,amnion male embryo (16 weeks),CHIP-seq:H3K27ac,ENCODE
9189,Basenji2,lower leg skin female adult (53 years),CHIP-seq:CTCF,ENCODE
9190,Basenji2,"naive thymus-derived CD4-positive, alpha-beta T cell",CHIP-seq:H3K4me1,ENCODE
9191,Basenji2,KMS-11,CHIP-seq:CTCF,ENCODE
9192,Basenji2,sigmoid colon male adult (37 years),CHIP-seq:POLR2A,ENCODE
9193,Basenji2,HepG2,CHIP-seq:CHD4,ENCODE
9194,Basenji2,layer of hippocampus female adult (75 years),CHIP-seq:H3K9me3,ENCODE
9195,Basenji2,MCF-7,CHIP-seq:SMARCE1,ENCODE
9196,Basenji2,IMR-90,CHIP-seq:H3K27me3,ENCODE
9197,Basenji2,K562,CHIP-seq:PYGO2,ENCODE
9198,Basenji2,thyroid gland female adult (51 year),CHIP-seq:POLR2A,ENCODE
9199,Basenji2,spleen male adult (34 years),CHIP-seq:H3K4me3,ENCODE
9200,Basenji2,breast epithelium female adult (53 years),CHIP-seq:EP300,ENCODE
9201,Basenji2,mesenchymal stem cell originated from H1-hESC,CHIP-seq:H3K18ac,ENCODE
9202,Basenji2,radial glial cell genetically modified using stable transfection originated from H9,CHIP-seq:H3K4me3,ENCODE
9203,Basenji2,neutrophil male,CHIP-seq:H3K4me3,ENCODE
9204,Basenji2,heart left ventricle male adult (34 years),CHIP-seq:H3K36me3,ENCODE
9205,Basenji2,stomach female adult (53 years),CHIP-seq:POLR2A,ENCODE
9206,Basenji2,Parathyroid adenoma male adult (62 years),CHIP-seq:H3K4me1,ENCODE
9207,Basenji2,tibial nerve male adult (37 years),CHIP-seq:CTCF,ENCODE
9208,Basenji2,A673,CHIP-seq:H3K4me3,ENCODE
9209,Basenji2,MCF-7,CHIP-seq:ZFX,ENCODE
9210,Basenji2,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",CHIP-seq:H3K36me3,ENCODE
9211,Basenji2,GM12878,CHIP-seq:NFATC3,ENCODE
9212,Basenji2,neutrophil male,CHIP-seq:H3K9me3,ENCODE
9213,Basenji2,IMR-90,CHIP-seq:H3K36me3,ENCODE
9214,Basenji2,stomach male child (3 years),CHIP-seq:H3K27ac,ENCODE
9215,Basenji2,mucosa of stomach male adult (59 years),CHIP-seq:H3K4me3,ENCODE
9216,Basenji2,"common myeloid progenitor, CD34-positive male adult (36 years)",CHIP-seq:H3K4me3,ENCODE
9217,Basenji2,H7-hESC,CHIP-seq:H3K4me1,ENCODE
9218,Basenji2,KOPT-K1,CHIP-seq:H3K9me3,ENCODE
9219,Basenji2,heart left ventricle female adult (53 years),CHIP-seq:H3K4me1,ENCODE
9220,Basenji2,kidney male adult (50 years),CHIP-seq:H3K27ac,ENCODE
9221,Basenji2,neurosphere female embryo (17 weeks) originated from cortex,CHIP-seq:H3K27me3,ENCODE
9222,Basenji2,mesenchymal stem cell originated from adipose tissue,CHIP-seq:H3K9me3,ENCODE
9223,Basenji2,K562,CHIP-seq:ZNF407,ENCODE
9224,Basenji2,GM12878,CHIP-seq:E4F1,ENCODE
9225,Basenji2,H9,CHIP-seq:H3K14ac,ENCODE
9226,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF239,ENCODE
9227,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-ADNP,ENCODE
9228,Basenji2,PC-9,CHIP-seq:H3K4me3,ENCODE
9229,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-MXD4,ENCODE
9230,Basenji2,regulatory T cell originated from blood cell,CHIP-seq:H3K9me3,ENCODE
9231,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H3K4me3,ENCODE
9232,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-RBAK,ENCODE
9233,Basenji2,H1-hESC,CHIP-seq:H3K9ac,ENCODE
9234,Basenji2,GM12878,CHIP-seq:IKZF1,ENCODE
9235,Basenji2,ascending aorta female adult (51 year),CHIP-seq:H3K9me3,ENCODE
9236,Basenji2,peripheral blood mononuclear cell male adult (28 years),CHIP-seq:H3K27me3,ENCODE
9237,Basenji2,prostate gland male adult (54 years),CHIP-seq:POLR2AphosphoS5,ENCODE
9238,Basenji2,H1-hESC,CHIP-seq:H3K79me1,ENCODE
9239,Basenji2,heart left ventricle male child (3 years),CHIP-seq:H3K9me3,ENCODE
9240,Basenji2,MCF-7,CHIP-seq:RAD51,ENCODE
9241,Basenji2,hepatocyte originated from H9,CHIP-seq:H3K4me3,ENCODE
9242,Basenji2,esophagus muscularis mucosa female adult (51 year),CHIP-seq:POLR2AphosphoS5,ENCODE
9243,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-PRDM4,ENCODE
9244,Basenji2,cingulate gyrus male adult (81 year),CHIP-seq:H3K4me1,ENCODE
9245,Basenji2,peripheral blood mononuclear cell male adult (27 years),CHIP-seq:H3K4me3,ENCODE
9246,Basenji2,coronary artery female adult (53 years),CHIP-seq:H3K27ac,ENCODE
9247,Basenji2,HepG2,CHIP-seq:TCF7,ENCODE
9248,Basenji2,IMR-90,CHIP-seq:H4K8ac,ENCODE
9249,Basenji2,neurosphere female embryo (17 weeks) originated from ganglionic eminence,CHIP-seq:H3K27me3,ENCODE
9250,Basenji2,HepG2,CHIP-seq:SOX13,ENCODE
9251,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-GFI1B,ENCODE
9252,Basenji2,liver female child (4 years),CHIP-seq:HNF4A,ENCODE
9253,Basenji2,sigmoid colon male adult (34 years),CHIP-seq:H3K36me3,ENCODE
9254,Basenji2,K562,CHIP-seq:DDX20,ENCODE
9255,Basenji2,endodermal cell originated from HUES64,CHIP-seq:H3K4me3,ENCODE
9256,Basenji2,stomach female embryo (96 days),CHIP-seq:H3K9me3,ENCODE
9257,Basenji2,mucosa of rectum female adult (61 year),CHIP-seq:H3K27ac,ENCODE
9258,Basenji2,OCI-LY7,CHIP-seq:H3K27ac,ENCODE
9259,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF558,ENCODE
9260,Basenji2,spleen male child (3 years),CHIP-seq:H3K4me3,ENCODE
9261,Basenji2,middle frontal area 46 female adult (75 years),CHIP-seq:H3K9ac,ENCODE
9262,Basenji2,mesenchymal stem cell originated from H1-hESC,CHIP-seq:H3K14ac,ENCODE
9263,Basenji2,K562 genetically modified using CRISPR,CHIP-seq:eGFP-ZKSCAN8,ENCODE
9264,Basenji2,neural progenitor cell originated from H9,CHIP-seq:H3K27ac,ENCODE
9265,Basenji2,OCI-LY1,CHIP-seq:H3K36me3,ENCODE
9266,Basenji2,muscle of leg female embryo (110 days),CHIP-seq:H3K4me1,ENCODE
9267,Basenji2,chorion female embryo (40 weeks),CHIP-seq:H3K36me3,ENCODE
9268,Basenji2,pancreas male adult (34 years),CHIP-seq:H3K4me1,ENCODE
9269,Basenji2,peripheral blood mononuclear cell male adult (28 years),CHIP-seq:H3K36me3,ENCODE
9270,Basenji2,urinary bladder male adult (34 years),CHIP-seq:H3K36me3,ENCODE
9271,Basenji2,MCF-7,CHIP-seq:ZKSCAN1,ENCODE
9272,Basenji2,adrenal gland male adult (54 years),CHIP-seq:CTCF,ENCODE
9273,Basenji2,esophagus squamous epithelium male adult (54 years),CHIP-seq:CTCF,ENCODE
9274,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF280D,ENCODE
9275,Basenji2,placenta embryo (16 weeks),CHIP-seq:H3K9me3,ENCODE
9276,Basenji2,"T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin",CHIP-seq:H3K9me3,ENCODE
9277,Basenji2,HepG2,CHIP-seq:SIN3B,ENCODE
9278,Basenji2,"CD4-positive, alpha-beta T cell",CHIP-seq:H3K9me3,ENCODE
9279,Basenji2,neurosphere female embryo (17 weeks) originated from ganglionic eminence,CHIP-seq:H3K4me1,ENCODE
9280,Basenji2,skeletal muscle tissue female adult (72 years),CHIP-seq:H3K27me3,ENCODE
9281,Basenji2,small intestine male child (3 years),CHIP-seq:H3K27ac,ENCODE
9282,Basenji2,lung female embryo (120 days),CHIP-seq:H3K9me3,ENCODE
9283,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-RCOR2,ENCODE
9284,Basenji2,adrenal gland male adult (37 years),CHIP-seq:H3K4me1,ENCODE
9285,Basenji2,lung male child (3 years),CHIP-seq:H3K9me3,ENCODE
9286,Basenji2,"common myeloid progenitor, CD34-positive male adult (42 years)",CHIP-seq:H3K27me3,ENCODE
9287,Basenji2,heart left ventricle male adult (32 years),CHIP-seq:H3K27ac,ENCODE
9288,Basenji2,liver male adult (31 year),CHIP-seq:H3K4me3,ENCODE
9289,Basenji2,GM12878,CHIP-seq:UBTF,ENCODE
9290,Basenji2,kidney female embryo (120 days),CHIP-seq:H3K4me1,ENCODE
9291,Basenji2,C4-2B,CHIP-seq:CTCF,ENCODE
9292,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZBTB20,ENCODE
9293,Basenji2,liver male adult (31 year),CHIP-seq:H3K36me3,ENCODE
9294,Basenji2,DOHH2,CHIP-seq:H3K4me1,ENCODE
9295,Basenji2,MCF-7,CHIP-seq:MNT,ENCODE
9296,Basenji2,PC-3,CHIP-seq:H3F3A,ENCODE
9297,Basenji2,MM.1S,CHIP-seq:H3K9me3,ENCODE
9298,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF501,ENCODE
9299,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF101,ENCODE
9300,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-GABPB1,ENCODE
9301,Basenji2,K562 genetically modified using CRISPR,CHIP-seq:eGFP-ZNF395,ENCODE
9302,Basenji2,H1-hESC,CHIP-seq:H2BK20ac,ENCODE
9303,Basenji2,DOHH2,CHIP-seq:H3K9me2,ENCODE
9304,Basenji2,suprapubic skin male adult (37 years),CHIP-seq:POLR2AphosphoS5,ENCODE
9305,Basenji2,Loucy,CHIP-seq:CTCF,ENCODE
9306,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF140,ENCODE
9307,Basenji2,HepG2,CHIP-seq:SRSF1,ENCODE
9308,Basenji2,MCF-7,CHIP-seq:FOXK2,ENCODE
9309,Basenji2,MCF-7,CHIP-seq:ZNF217,ENCODE
9310,Basenji2,spleen male adult (34 years),CHIP-seq:H3K36me3,ENCODE
9311,Basenji2,lung female adult (30 years),CHIP-seq:H3K4me3,ENCODE
9312,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF266,ENCODE
9313,Basenji2,"CD4-positive, alpha-beta T cell male adult (37 years)",CHIP-seq:H3K4me1,ENCODE
9314,Basenji2,iPS-18a female adult (48 years),CHIP-seq:H3K36me3,ENCODE
9315,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-SP7,ENCODE
9316,Basenji2,MCF-7,CHIP-seq:SIN3A,ENCODE
9317,Basenji2,tibial nerve female adult (53 years),CHIP-seq:CTCF,ENCODE
9318,Basenji2,A549,CHIP-seq:CBX2,ENCODE
9319,Basenji2,GM12878,CHIP-seq:BMI1,ENCODE
9320,Basenji2,HUES64,CHIP-seq:H3K9ac,ENCODE
9321,Basenji2,bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,CHIP-seq:H3K27me3,ENCODE
9322,Basenji2,sigmoid colon male adult (54 years),CHIP-seq:POLR2A,ENCODE
9323,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H3K23ac,ENCODE
9324,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H3K27ac,ENCODE
9325,Basenji2,A549,CHIP-seq:ESRRA,ENCODE
9326,Basenji2,Karpas-422,CHIP-seq:H3K9me2,ENCODE
9327,Basenji2,chorionic villus male embryo (38 weeks),CHIP-seq:H3K4me1,ENCODE
9328,Basenji2,K562,CHIP-seq:TRIM28,ENCODE
9329,Basenji2,HCT116,CHIP-seq:H4K20me1,ENCODE
9330,Basenji2,KMS-11,CHIP-seq:H3K27me3,ENCODE
9331,Basenji2,rectal smooth muscle tissue female adult (50 years),CHIP-seq:H3K4me1,ENCODE
9332,Basenji2,ACC112,CHIP-seq:H3K27me3,ENCODE
9333,Basenji2,MCF-7 genetically modified using stable transfection,CHIP-seq:eGFP-ELF1,ENCODE
9334,Basenji2,HepG2,CHIP-seq:NONO,ENCODE
9335,Basenji2,neural stem progenitor cell originated from H1-hESC,CHIP-seq:H3K4ac,ENCODE
9336,Basenji2,H1-hESC,CHIP-seq:H3K36me3,ENCODE
9337,Basenji2,temporal lobe female adult (75 years),CHIP-seq:H3K4me3,ENCODE
9338,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF423,ENCODE
9339,Basenji2,esophagus female adult (30 years),CHIP-seq:H3K4me1,ENCODE
9340,Basenji2,placenta male embryo (16 weeks),CHIP-seq:H3K9me3,ENCODE
9341,Basenji2,brain female embryo (120 days),CHIP-seq:H3K27me3,ENCODE
9342,Basenji2,temporal lobe female adult (75 years),CHIP-seq:H3K4me1,ENCODE
9343,Basenji2,tibial nerve female adult (53 years),CHIP-seq:H3K9me3,ENCODE
9344,Basenji2,GM23248,CHIP-seq:H3K4me3,ENCODE
9345,Basenji2,K562,CHIP-seq:U2AF2,ENCODE
9346,Basenji2,thymus female embryo (110 days),CHIP-seq:H3K4me1,ENCODE
9347,Basenji2,liver male adult (32 years),CHIP-seq:ATF3,ENCODE
9348,Basenji2,heart male embryo (105 days),CHIP-seq:H3K4me1,ENCODE
9349,Basenji2,placenta male embryo (16 weeks),CHIP-seq:H3K4me1,ENCODE
9350,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZBTB8A,ENCODE
9351,Basenji2,Parathyroid adenoma male adult (62 years),CHIP-seq:H3K36me3,ENCODE
9352,Basenji2,placental basal plate female embryo (40 weeks),CHIP-seq:H3K4me1,ENCODE
9353,Basenji2,foreskin melanocyte male newborn,CHIP-seq:H3K4me3,ENCODE
9354,Basenji2,A549,CHIP-seq:SMC3,ENCODE
9355,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-GLIS1,ENCODE
9356,Basenji2,trophoblast female embryo (40 weeks),CHIP-seq:H3K36me3,ENCODE
9357,Basenji2,spleen female adult (51 year),CHIP-seq:CTCF,ENCODE
9358,Basenji2,peripheral blood mononuclear cell male adult (32 years),CHIP-seq:H3K4me1,ENCODE
9359,Basenji2,GM12878,CHIP-seq:RAD51,ENCODE
9360,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF662,ENCODE
9361,Basenji2,body of pancreas female adult (53 years),CHIP-seq:CTCF,ENCODE
9362,Basenji2,hepatocyte originated from H9,CHIP-seq:H3K9me2,ENCODE
9363,Basenji2,bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,CHIP-seq:H3K79me2,ENCODE
9364,Basenji2,thyroid gland female adult (53 years),CHIP-seq:POLR2A,ENCODE
9365,Basenji2,duodenal mucosa male adult (76 years),CHIP-seq:H3K9ac,ENCODE
9366,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H2AFZ,ENCODE
9367,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-ZBTB25,ENCODE
9368,Basenji2,"naive thymus-derived CD4-positive, alpha-beta T cell",CHIP-seq:H3K27me3,ENCODE
9369,Basenji2,UCSF-4,CHIP-seq:H3K27me3,ENCODE
9370,Basenji2,Parathyroid adenoma male adult (65 years),CHIP-seq:H3K4me1,ENCODE
9371,Basenji2,neural stem progenitor cell originated from H1-hESC,CHIP-seq:H3K4me2,ENCODE
9372,Basenji2,K562,CHIP-seq:ESRRA,ENCODE
9373,Basenji2,pancreas female adult (30 years),CHIP-seq:H3K27me3,ENCODE
9374,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H3K79me2,ENCODE
9375,Basenji2,caudate nucleus female adult (75 years),CHIP-seq:H3K4me3,ENCODE
9376,Basenji2,neuron originated from H9,CHIP-seq:H3K36me3,ENCODE
9377,Basenji2,MCF-7,CHIP-seq:SMARCA5,ENCODE
9378,Basenji2,heart left ventricle male adult (34 years),CHIP-seq:H3K4me3,ENCODE
